video_frame,t_s,wall_time
136,2.0486,1789129819.501
137,2.0607,1789129819.513
138,2.0747,1789129819.527
139,2.0989,1789129819.552
140,2.1030,1789129819.556
141,2.1271,1789129819.580
142,2.1488,1789129819.602
143,2.1588,1789129819.612
144,2.1648,1789129819.617
145,2.1891,1789129819.642
146,2.2049,1789129819.658
147,2.2168,1789129819.669
148,2.2488,1789129819.701
149,2.2629,1789129819.716
150,2.2665,1789129819.719
151,2.2828,1789129819.735
152,2.2988,1789129819.751
153,2.3209,1789129819.774
154,2.3371,1789129819.790
155,2.3487,1789129819.801
156,2.3567,1789129819.809
157,2.3829,1789129819.836
158,2.3866,1789129819.839
159,2.4028,1789129819.856
160,2.4348,1789129819.887
161,2.4509,1789129819.904
162,2.4567,1789129819.909
163,2.4733,1789129819.926
164,2.4949,1789129819.948
165,2.5010,1789129819.954
166,2.5249,1789129819.978
167,2.5366,1789129819.989
168,2.5527,1789129820.005
169,2.5666,1789129820.019
170,2.5828,1789129820.036
171,2.5946,1789129820.047
172,2.6329,1789129820.086
173,2.6393,1789129820.092
174,2.6629,1789129820.116
175,2.6666,1789129820.119
176,2.6930,1789129820.146
177,2.6969,1789129820.150
178,2.7310,1789129820.184
179,2.7393,1789129820.192
180,2.7680,1789129820.221
181,2.7688,1789129820.221
182,2.7806,1789129820.233
183,2.8006,1789129820.253
184,2.8312,1789129820.284
185,2.8368,1789129820.290
186,2.8649,1789129820.318
187,2.8708,1789129820.323
188,2.9007,1789129820.353
189,2.9067,1789129820.359
190,2.9247,1789129820.377
191,2.9528,1789129820.406
192,2.9690,1789129820.422
193,2.9727,1789129820.425
194,3.0049,1789129820.458
195,3.0066,1789129820.459
196,3.0230,1789129820.476
197,3.0551,1789129820.508
198,3.0676,1789129820.520
199,3.0706,1789129820.523
200,3.0988,1789129820.552
201,3.1026,1789129820.555
202,3.1292,1789129820.582
203,3.1346,1789129820.587
204,3.1552,1789129820.608
205,3.1731,1789129820.626
206,3.1877,1789129820.640
207,3.1968,1789129820.650
208,3.2188,1789129820.671
209,3.2508,1789129820.703
210,3.2546,1789129820.707
211,3.2789,1789129820.732
212,3.2933,1789129820.746
213,3.2987,1789129820.751
214,3.3129,1789129820.766
215,3.3369,1789129820.790
216,3.3406,1789129820.793
217,3.3566,1789129820.809
218,3.3768,1789129820.829
219,3.3870,1789129820.840
220,3.4207,1789129820.873
221,3.4367,1789129820.889
222,3.4426,1789129820.895
223,3.4587,1789129820.911
224,3.4750,1789129820.928
225,3.4970,1789129820.950
226,3.5007,1789129820.953
227,3.5187,1789129820.971
228,3.5429,1789129820.996
229,3.5467,1789129820.999
230,3.5647,1789129821.017
231,3.5812,1789129821.034
232,3.6148,1789129821.068
233,3.6310,1789129821.084
234,3.6374,1789129821.090
235,3.6608,1789129821.113
236,3.6770,1789129821.130
237,3.6850,1789129821.138
238,3.7027,1789129821.155
239,3.7251,1789129821.178
240,3.7344,1789129821.187
241,3.7448,1789129821.197
242,3.7667,1789129821.219
243,3.7707,1789129821.223
244,3.7957,1789129821.248
245,3.8048,1789129821.258
246,3.8307,1789129821.283
247,3.8366,1789129821.289
248,3.8587,1789129821.311
249,3.8751,1789129821.328
250,3.8869,1789129821.340
251,3.9088,1789129821.362
252,3.9165,1789129821.369
253,3.9388,1789129821.391
254,3.9440,1789129821.397
255,3.9668,1789129821.419
256,3.9848,1789129821.437
257,3.9908,1789129821.443
258,4.0046,1789129821.457
259,4.0308,1789129821.483
260,4.0409,1789129821.494
261,4.0528,1789129821.505
262,4.0752,1789129821.528
263,4.0911,1789129821.544
264,4.1034,1789129821.556
265,4.1107,1789129821.563
266,4.1367,1789129821.589
267,4.1405,1789129821.593
268,4.1667,1789129821.619
269,4.1948,1789129821.648
270,4.2091,1789129821.662
271,4.2150,1789129821.668
272,4.2368,1789129821.690
273,4.2512,1789129821.704
274,4.2567,1789129821.709
275,4.2732,1789129821.726
276,4.2968,1789129821.749
277,4.3005,1789129821.753
278,4.3221,1789129821.775
279,4.3349,1789129821.788
280,4.3440,1789129821.797
281,4.3629,1789129821.816
282,4.3787,1789129821.831
283,4.3846,1789129821.837
284,4.4070,1789129821.860
285,4.4147,1789129821.867
286,4.4287,1789129821.881
287,4.4447,1789129821.897
288,4.4714,1789129821.924
289,4.4767,1789129821.929
290,4.5007,1789129821.953
291,4.5156,1789129821.968
292,4.5207,1789129821.973
293,4.5469,1789129822.000
294,4.5506,1789129822.003
295,4.5767,1789129822.029
296,4.5948,1789129822.047
297,4.6006,1789129822.053
298,4.6188,1789129822.071
299,4.6405,1789129822.093
300,4.6552,1789129822.108
301,4.6769,1789129822.130
302,4.6827,1789129822.135
303,4.7068,1789129822.160
304,4.7187,1789129822.171
305,4.7246,1789129822.177
306,4.7452,1789129822.198
307,4.7632,1789129822.216
308,4.7733,1789129822.226
309,4.7936,1789129822.246
310,4.7966,1789129822.249
311,4.8128,1789129822.265
312,4.8367,1789129822.289
313,4.8430,1789129822.296
314,4.8728,1789129822.326
315,4.8909,1789129822.344
316,4.8990,1789129822.352
317,4.9126,1789129822.365
318,4.9329,1789129822.386
319,4.9570,1789129822.410
320,4.9572,1789129822.410
321,4.9789,1789129822.432
322,4.9827,1789129822.435
323,5.0007,1789129822.453
324,5.0186,1789129822.471
325,5.0449,1789129822.498
326,5.0615,1789129822.514
327,5.0687,1789129822.521
328,5.1067,1789129822.559
329,5.1188,1789129822.571
330,5.1327,1789129822.585
331,5.1387,1789129822.591
332,5.1628,1789129822.616
333,5.1671,1789129822.620
334,5.1847,1789129822.637
335,5.2108,1789129822.664
336,5.2209,1789129822.674
337,5.2272,1789129822.680
338,5.2508,1789129822.704
339,5.2545,1789129822.707
340,5.2813,1789129822.734
341,5.2867,1789129822.739
342,5.3056,1789129822.758
343,5.3166,1789129822.769
344,5.3273,1789129822.780
345,5.3406,1789129822.793
346,5.3567,1789129822.809
347,5.3827,1789129822.835
348,5.3889,1789129822.842
349,5.4087,1789129822.861
350,5.4285,1789129822.881
351,5.4292,1789129822.882
352,5.4608,1789129822.914
353,5.4653,1789129822.918
354,5.4912,1789129822.944
355,5.5069,1789129822.960
356,5.5128,1789129822.965
357,5.5286,1789129822.981
358,5.5513,1789129823.004
359,5.5853,1789129823.038
360,5.6014,1789129823.054
361,5.6088,1789129823.062
362,5.6267,1789129823.079
363,5.6347,1789129823.087
364,5.6609,1789129823.114
365,5.6767,1789129823.129
366,5.6829,1789129823.136
367,5.7050,1789129823.158
368,5.7227,1789129823.175
369,5.7296,1789129823.182
370,5.7549,1789129823.208
371,5.7707,1789129823.223
372,5.7768,1789129823.230
373,5.7920,1789129823.245
374,5.8151,1789129823.268
375,5.8206,1789129823.273
376,5.8485,1789129823.301
377,5.8592,1789129823.312
378,5.8646,1789129823.317
379,5.8909,1789129823.344
380,5.8947,1789129823.347
381,5.9127,1789129823.365
382,5.9348,1789129823.388
383,5.9511,1789129823.404
384,5.9566,1789129823.409
385,5.9831,1789129823.436
386,5.9886,1789129823.441
387,6.0651,1789129823.518
388,6.0656,1789129823.518
389,6.0663,1789129823.519
390,6.0665,1789129823.519
391,6.0689,1789129823.522
392,6.1411,1789129823.594
393,6.1560,1789129823.609
394,6.1707,1789129823.623
395,6.2208,1789129823.673
396,6.2209,1789129823.674
397,6.2225,1789129823.675
398,6.2288,1789129823.682
399,6.2507,1789129823.703
400,6.2707,1789129823.723
401,6.2966,1789129823.749
402,6.3107,1789129823.763
403,6.3326,1789129823.785
404,6.3662,1789129823.819
405,6.3708,1789129823.823
406,6.4068,1789129823.860
407,6.4148,1789129823.868
408,6.4468,1789129823.900
409,6.4619,1789129823.915
410,6.4889,1789129823.942
411,6.4947,1789129823.947
412,6.5327,1789129823.985
413,6.5487,1789129824.001
414,6.5566,1789129824.009
415,6.5949,1789129824.048
416,6.6006,1789129824.053
417,6.6467,1789129824.099
418,6.6527,1789129824.105
419,6.6812,1789129824.134
420,6.6887,1789129824.141
421,6.7164,1789129824.169
422,6.7208,1789129824.174
423,6.7430,1789129824.196
424,6.7607,1789129824.213
425,6.7687,1789129824.221
426,6.7787,1789129824.231
427,6.7926,1789129824.245
428,6.8268,1789129824.280
429,6.8346,1789129824.287
430,6.8568,1789129824.310
431,6.8775,1789129824.330
432,6.9052,1789129824.358
433,6.9107,1789129824.363
434,6.9448,1789129824.398
435,6.9609,1789129824.414
436,6.9706,1789129824.423
437,6.9906,1789129824.443
438,7.0109,1789129824.464
439,7.0503,1789129824.503
440,7.0528,1789129824.506
441,7.0789,1789129824.532
442,7.0849,1789129824.538
443,7.1191,1789129824.572
444,7.1247,1789129824.577
445,7.1589,1789129824.612
446,7.1647,1789129824.617
447,7.1807,1789129824.633
448,7.2169,1789129824.670
449,7.2231,1789129824.676
450,7.2386,1789129824.691
451,7.2527,1789129824.705
452,7.2726,1789129824.725
453,7.2926,1789129824.745
454,7.3235,1789129824.776
455,7.3371,1789129824.790
456,7.3448,1789129824.798
457,7.3706,1789129824.823
458,7.3768,1789129824.830
459,7.4062,1789129824.859
460,7.4067,1789129824.859
461,7.4308,1789129824.884
462,7.4369,1789129824.890
463,7.4550,1789129824.908
464,7.4748,1789129824.928
465,7.4808,1789129824.934
466,7.5068,1789129824.960
467,7.5227,1789129824.975
468,7.5355,1789129824.988
469,7.5407,1789129824.994
470,7.5586,1789129825.011
471,7.5750,1789129825.028
472,7.5868,1789129825.040
473,7.6046,1789129825.057
474,7.6289,1789129825.082
475,7.6328,1789129825.086
476,7.6565,1789129825.109
477,7.6728,1789129825.126
478,7.7058,1789129825.159
479,7.7188,1789129825.172
480,7.7328,1789129825.186
481,7.7388,1789129825.192
482,7.7506,1789129825.203
483,7.7731,1789129825.226
484,7.7888,1789129825.242
485,8.9096,1789129826.362
486,8.9099,1789129826.363
487,8.9101,1789129826.363
488,8.9101,1789129826.363
489,8.9102,1789129826.363
490,8.9103,1789129826.363
491,8.9286,1789129826.381
492,8.9446,1789129826.397
493,8.9586,1789129826.411
494,8.9746,1789129826.427
495,8.9867,1789129826.439
496,9.0169,1789129826.470
497,9.0206,1789129826.473
498,9.0428,1789129826.496
499,9.0487,1789129826.501
500,9.0780,1789129826.531
501,9.0827,1789129826.535
502,9.0947,1789129826.548
503,9.1105,1789129826.563
504,9.1393,1789129826.592
505,9.1407,1789129826.594
506,9.1550,1789129826.608
507,9.1707,1789129826.624
508,9.2069,1789129826.660
509,9.2129,1789129826.666
510,9.2370,1789129826.690
511,9.2407,1789129826.693
512,9.2571,1789129826.710
513,9.2773,1789129826.730
514,9.2828,1789129826.736
515,9.3087,1789129826.762
516,9.3175,1789129826.770
517,9.3266,1789129826.779
518,9.3528,1789129826.806
519,9.3586,1789129826.811
520,9.3711,1789129826.824
521,9.3948,1789129826.848
522,9.4007,1789129826.853
523,9.4186,1789129826.871
524,9.4442,1789129826.897
525,9.4467,1789129826.899
526,9.4708,1789129826.924
527,9.4788,1789129826.932
528,9.4986,1789129826.951
529,9.5108,1789129826.964
530,9.5228,1789129826.976
531,9.5346,1789129826.987
532,9.5506,1789129827.003
533,9.5767,1789129827.030
534,9.5832,1789129827.036
535,9.5952,1789129827.048
536,9.6168,1789129827.070
537,9.6233,1789129827.076
538,9.6637,1789129827.116
539,9.6686,1789129827.121
540,9.6949,1789129827.148
541,9.7036,1789129827.156
542,9.7174,1789129827.170
543,9.7273,1789129827.180
544,9.7456,1789129827.198
545,9.7647,1789129827.217
546,9.7712,1789129827.224
547,9.7970,1789129827.250
548,9.8028,1789129827.256
549,9.8231,1789129827.276
550,9.8287,1789129827.281
551,9.8529,1789129827.306
552,9.8591,1789129827.312
553,9.8888,1789129827.342
554,9.8926,1789129827.345
555,9.9086,1789129827.361
556,9.9367,1789129827.390
557,9.9426,1789129827.395
558,9.9708,1789129827.424
559,9.9766,1789129827.429
560,9.9971,1789129827.450
561,10.0128,1789129827.466
562,10.0348,1789129827.488
563,10.0386,1789129827.491
564,10.0578,1789129827.511
565,10.0687,1789129827.521
566,10.0853,1789129827.538
567,10.1208,1789129827.574
568,10.1347,1789129827.588
569,10.1426,1789129827.595
570,10.1606,1789129827.613
571,10.1807,1789129827.634
572,10.1927,1789129827.645
573,10.2209,1789129827.674
574,10.2369,1789129827.690
575,10.2508,1789129827.704
576,10.2567,1789129827.710
577,10.2809,1789129827.734
578,10.2867,1789129827.739
579,10.3091,1789129827.762
580,10.3250,1789129827.778
581,10.3387,1789129827.792
582,10.3532,1789129827.806
583,10.3617,1789129827.815
584,10.3833,1789129827.836
585,10.3887,1789129827.842
586,11.9813,1789129829.434
587,11.9816,1789129829.434
588,11.9816,1789129829.434
589,11.9821,1789129829.435
590,11.9822,1789129829.435
591,11.9909,1789129829.444
592,11.9966,1789129829.449
593,12.0106,1789129829.463
594,12.0266,1789129829.479
595,12.0415,1789129829.494
596,12.0606,1789129829.513
597,12.0817,1789129829.534
598,12.0952,1789129829.548
599,12.1006,1789129829.553
600,12.1166,1789129829.569
601,12.1437,1789129829.597
602,12.1447,1789129829.597
603,12.2086,1789129829.661
604,12.2088,1789129829.662
605,12.2091,1789129829.662
606,12.2286,1789129829.681
607,12.2346,1789129829.687
608,12.2948,1789129829.748
609,12.2951,1789129829.748
610,12.2951,1789129829.748
611,12.2952,1789129829.748
612,12.3146,1789129829.767
613,12.3287,1789129829.782
614,12.3513,1789129829.804
615,12.3746,1789129829.827
616,12.3914,1789129829.844
617,12.4048,1789129829.858
618,12.4329,1789129829.886
619,12.4529,1789129829.906
620,12.4531,1789129829.906
621,12.4768,1789129829.930
622,12.4927,1789129829.946
623,12.4989,1789129829.952
624,12.5233,1789129829.976
625,12.5266,1789129829.979
626,12.5527,1789129830.006
627,12.5725,1789129830.025
628,12.5747,1789129830.028
629,12.5970,1789129830.050
630,12.6108,1789129830.064
631,12.6170,1789129830.070
632,12.6348,1789129830.088
633,12.6572,1789129830.110
634,12.6689,1789129830.122
635,12.6970,1789129830.150
636,12.7027,1789129830.155
637,12.7292,1789129830.182
638,12.7350,1789129830.188
639,12.7591,1789129830.212
640,12.7729,1789129830.226
641,12.7809,1789129830.234
642,12.7968,1789129830.250
643,12.8066,1789129830.259
644,12.8308,1789129830.284
645,12.8453,1789129830.298
646,12.8506,1789129830.303
647,12.8749,1789129830.328
648,12.8908,1789129830.344
649,12.8967,1789129830.350
650,12.9210,1789129830.374
651,12.9269,1789129830.380
652,12.9444,1789129830.397
653,12.9687,1789129830.421
654,12.9847,1789129830.438
655,12.9990,1789129830.452
656,13.0127,1789129830.466
657,13.0228,1789129830.476
658,13.0488,1789129830.502
659,13.0550,1789129830.508
660,13.0887,1789129830.542
661,13.1051,1789129830.558
662,13.1108,1789129830.564
663,13.1268,1789129830.580
664,13.1568,1789129830.610
665,13.1823,1789129830.635
666,13.1868,1789129830.640
667,13.1927,1789129830.646
668,13.2809,1789129830.734
669,13.2849,1789129830.738
670,13.2871,1789129830.740
671,13.2886,1789129830.741
672,13.3367,1789129830.790
673,13.3388,1789129830.792
674,13.3789,1789129830.832
675,13.3853,1789129830.838
676,13.3896,1789129830.842
677,13.4995,1789129830.952
678,13.5148,1789129830.968
679,13.5468,1789129831.000
680,13.5571,1789129831.010
681,13.5607,1789129831.014
682,13.5667,1789129831.020
683,13.6024,1789129831.055
684,13.6639,1789129831.117
685,13.6704,1789129831.123
686,13.6710,1789129831.124
687,13.6807,1789129831.134
688,13.6886,1789129831.141
689,13.7109,1789129831.164
690,13.7331,1789129831.186
691,13.7410,1789129831.194
692,13.7471,1789129831.200
693,13.7710,1789129831.224
694,13.7847,1789129831.238
695,13.7988,1789129831.252
696,13.8067,1789129831.260
697,13.8287,1789129831.282
698,13.8488,1789129831.302
699,13.8557,1789129831.309
700,13.8649,1789129831.318
701,13.8889,1789129831.342
702,13.9048,1789129831.358
703,13.9641,1789129831.417
704,13.9678,1789129831.421
705,13.9706,1789129831.423
706,13.9727,1789129831.426
707,13.9791,1789129831.432
708,14.0108,1789129831.464
709,14.0269,1789129831.480
710,14.0309,1789129831.484
711,14.0568,1789129831.510
712,14.0800,1789129831.533
713,14.0866,1789129831.539
714,14.1049,1789129831.558
715,14.1146,1789129831.567
716,14.1409,1789129831.594
717,14.1548,1789129831.608
718,14.1607,1789129831.614
719,14.1846,1789129831.637
720,14.2006,1789129831.653
721,14.2088,1789129831.662
722,14.2269,1789129831.680
723,14.2410,1789129831.694
724,14.2468,1789129831.700
725,14.2708,1789129831.724
726,14.2746,1789129831.727
727,14.2991,1789129831.752
728,14.3148,1789129831.768
729,14.3267,1789129831.780
730,14.3366,1789129831.789
731,14.3528,1789129831.806
732,14.3810,1789129831.834
733,14.3811,1789129831.834
734,14.4051,1789129831.858
735,14.4217,1789129831.875
736,14.4307,1789129831.884
737,14.4439,1789129831.897
738,14.4568,1789129831.910
739,14.4809,1789129831.934
740,14.4845,1789129831.937
741,14.5173,1789129831.970
742,14.5389,1789129831.992
743,14.5447,1789129831.998
744,14.5687,1789129832.022
745,14.5911,1789129832.044
746,14.5951,1789129832.048
747,14.6252,1789129832.078
748,14.6347,1789129832.088
749,14.6407,1789129832.094
750,14.6627,1789129832.116
751,14.6805,1789129832.133
752,14.6847,1789129832.138
753,14.7088,1789129832.162
754,14.7146,1789129832.167
755,14.7291,1789129832.182
756,14.7447,1789129832.198
757,14.7693,1789129832.222
758,14.7746,1789129832.227
759,14.8028,1789129832.256
760,14.8029,1789129832.256
761,14.8288,1789129832.282
762,14.8453,1789129832.298
763,14.8507,1789129832.304
764,14.8647,1789129832.318
765,14.8806,1789129832.333
766,14.9048,1789129832.358
767,14.9214,1789129832.374
768,14.9268,1789129832.380
769,14.9511,1789129832.404
770,14.9548,1789129832.408
771,14.9732,1789129832.426
772,14.9887,1789129832.442
773,15.0273,1789129832.480
774,15.0327,1789129832.486
775,15.0527,1789129832.506
776,15.0607,1789129832.514
777,15.0872,1789129832.540
778,15.0906,1789129832.543
779,15.1067,1789129832.560
780,15.1314,1789129832.584
781,15.1429,1789129832.596
782,15.1551,1789129832.608
783,15.1666,1789129832.620
784,15.1889,1789129832.642
785,15.2049,1789129832.658
786,15.2086,1789129832.661
787,15.2349,1789129832.688
788,15.2385,1789129832.691
789,15.2547,1789129832.708
790,15.2808,1789129832.734
791,15.2882,1789129832.741
792,15.3113,1789129832.764
793,15.3167,1789129832.770
794,15.3493,1789129832.802
795,15.3568,1789129832.810
796,15.3627,1789129832.816
797,15.3867,1789129832.840
798,15.4069,1789129832.860
799,15.4088,1789129832.862
800,15.4228,1789129832.876
801,15.4608,1789129832.914
802,15.4704,1789129832.923
803,15.4750,1789129832.928
804,15.5068,1789129832.960
805,15.5106,1789129832.963
806,15.5247,1789129832.978
807,15.5593,1789129833.012
808,15.5751,1789129833.028
809,15.5846,1789129833.038
810,17.6131,1789129835.066
811,17.6132,1789129835.066
812,17.6132,1789129835.066
813,17.6132,1789129835.066
814,17.6133,1789129835.066
815,17.6548,1789129835.108
816,17.6726,1789129835.126
817,17.6926,1789129835.146
818,17.7110,1789129835.164
819,17.7257,1789129835.179
820,17.7428,1789129835.196
821,17.7589,1789129835.212
822,17.7647,1789129835.218
823,17.7891,1789129835.242
824,17.7967,1789129835.250
825,17.8147,1789129835.268
826,17.8251,1789129835.278
827,17.8408,1789129835.294
828,17.8566,1789129835.310
829,17.8811,1789129835.334
