video_frame,t_s,wall_time
122,2.2378,1789129952.086
123,2.2536,1789129952.102
124,2.2637,1789129952.112
125,2.2902,1789129952.138
126,2.2993,1789129952.147
127,2.3217,1789129952.170
128,2.3256,1789129952.174
129,2.3572,1789129952.205
130,2.3596,1789129952.208
131,2.3716,1789129952.220
132,2.3957,1789129952.244
133,2.3996,1789129952.248
134,2.4338,1789129952.282
135,2.4476,1789129952.296
136,2.4600,1789129952.308
137,2.4677,1789129952.316
138,2.4835,1789129952.331
139,2.5077,1789129952.356
140,2.5857,1789129952.434
141,2.6033,1789129952.451
142,2.6056,1789129952.454
143,2.6216,1789129952.470
144,2.6357,1789129952.484
145,2.6677,1789129952.516
146,2.6718,1789129952.520
147,2.6860,1789129952.534
148,2.7117,1789129952.560
149,2.7156,1789129952.564
150,2.7315,1789129952.580
151,2.7557,1789129952.604
152,2.7698,1789129952.618
153,2.7764,1789129952.624
154,2.7895,1789129952.638
155,2.8160,1789129952.664
156,2.8215,1789129952.670
157,2.8336,1789129952.682
158,2.8657,1789129952.714
159,2.8735,1789129952.722
160,2.8976,1789129952.746
161,2.9137,1789129952.762
162,2.9196,1789129952.768
163,2.9438,1789129952.792
164,2.9595,1789129952.808
165,2.9734,1789129952.821
166,2.9795,1789129952.828
167,2.9956,1789129952.844
168,3.0258,1789129952.874
169,3.0517,1789129952.900
170,3.0586,1789129952.907
171,3.0858,1789129952.934
172,3.0952,1789129952.943
173,3.0996,1789129952.948
174,3.1115,1789129952.960
175,3.1377,1789129952.986
176,3.1527,1789129953.001
177,3.1596,1789129953.008
178,3.1737,1789129953.022
179,3.1942,1789129953.042
180,3.2113,1789129953.059
181,3.2156,1789129953.064
182,3.2478,1789129953.096
183,3.2580,1789129953.106
184,3.2636,1789129953.112
185,3.2856,1789129953.134
186,3.3022,1789129953.150
187,3.3075,1789129953.156
188,3.3216,1789129953.170
189,3.3382,1789129953.186
190,3.3516,1789129953.200
191,3.3680,1789129953.216
192,3.3948,1789129953.243
193,3.3950,1789129953.243
194,3.4077,1789129953.256
195,3.4235,1789129953.271
196,3.4532,1789129953.301
197,3.4556,1789129953.304
198,3.4695,1789129953.317
199,3.4915,1789129953.340
200,3.5158,1789129953.364
201,3.5378,1789129953.386
202,3.5436,1789129953.392
203,3.5576,1789129953.406
204,3.6005,1789129953.448
205,3.6019,1789129953.450
206,3.6085,1789129953.457
207,3.6179,1789129953.466
208,3.6338,1789129953.482
209,3.6557,1789129953.504
210,3.6599,1789129953.508
211,3.6764,1789129953.524
212,3.6976,1789129953.546
213,3.7115,1789129953.559
214,3.7362,1789129953.584
215,3.7540,1789129953.602
216,3.7567,1789129953.605
217,3.7998,1789129953.648
218,3.8000,1789129953.648
219,3.8056,1789129953.654
220,3.8187,1789129953.667
221,3.8417,1789129953.690
222,3.8455,1789129953.694
223,3.8779,1789129953.726
224,3.8896,1789129953.738
225,3.8956,1789129953.744
226,3.9076,1789129953.756
227,3.9371,1789129953.785
228,3.9395,1789129953.787
229,3.9780,1789129953.826
230,4.0230,1789129953.871
231,4.0232,1789129953.871
232,4.0236,1789129953.872
233,4.0298,1789129953.878
234,4.0398,1789129953.888
235,4.0658,1789129953.914
236,4.0816,1789129953.930
237,4.0998,1789129953.948
238,4.1055,1789129953.954
239,4.1276,1789129953.976
240,4.1315,1789129953.979
241,4.1678,1789129954.016
242,4.1715,1789129954.020
243,4.1903,1789129954.038
244,4.2016,1789129954.050
245,4.2177,1789129954.066
246,4.2480,1789129954.096
247,4.2481,1789129954.096
248,4.2698,1789129954.118
249,4.2858,1789129954.134
250,4.2997,1789129954.148
251,4.3257,1789129954.174
252,4.3295,1789129954.178
253,4.3336,1789129954.182
254,4.3596,1789129954.208
255,4.3757,1789129954.224
256,4.3815,1789129954.230
257,4.4058,1789129954.254
258,4.4116,1789129954.260
259,4.4336,1789129954.282
260,4.4574,1789129954.305
261,4.4729,1789129954.321
262,4.4933,1789129954.341
263,4.5076,1789129954.356
264,4.5296,1789129954.378
265,4.5336,1789129954.382
266,4.5576,1789129954.406
267,4.5736,1789129954.422
268,4.5777,1789129954.426
269,4.6036,1789129954.452
270,4.6169,1789129954.465
271,4.6216,1789129954.470
272,4.6374,1789129954.485
273,4.6634,1789129954.511
274,4.6693,1789129954.517
275,4.6848,1789129954.533
276,4.7119,1789129954.560
277,4.7156,1789129954.564
278,4.7496,1789129954.598
279,4.7557,1789129954.604
280,4.7780,1789129954.626
281,4.7840,1789129954.632
282,4.8118,1789129954.660
283,4.8192,1789129954.667
284,4.8316,1789129954.680
285,4.8437,1789129954.692
286,4.8696,1789129954.718
287,4.8842,1789129954.732
288,4.8898,1789129954.738
289,4.9254,1789129954.773
290,4.9420,1789129954.790
291,4.9476,1789129954.796
292,4.9574,1789129954.805
293,4.9837,1789129954.832
294,4.9870,1789129954.835
295,5.0016,1789129954.850
296,5.0258,1789129954.874
297,5.0298,1789129954.878
298,5.0556,1789129954.904
299,5.0696,1789129954.918
300,5.0756,1789129954.924
301,5.0996,1789129954.948
302,5.1379,1789129954.986
303,5.1382,1789129954.986
304,5.1443,1789129954.992
305,5.1551,1789129955.003
306,5.1830,1789129955.031
307,5.1979,1789129955.046
308,5.2082,1789129955.056
309,5.2243,1789129955.072
310,5.2353,1789129955.083
311,5.2599,1789129955.108
312,5.2635,1789129955.112
313,5.2961,1789129955.144
314,5.3057,1789129955.154
315,5.3140,1789129955.162
316,5.3302,1789129955.178
317,5.3441,1789129955.192
318,5.3595,1789129955.208
319,5.3997,1789129955.248
320,5.4077,1789129955.256
321,5.4195,1789129955.267
322,5.4335,1789129955.281
323,5.4580,1789129955.306
324,5.4735,1789129955.322
325,5.4776,1789129955.326
326,5.5019,1789129955.350
327,5.5077,1789129955.356
328,5.5222,1789129955.370
329,5.5375,1789129955.386
330,5.5618,1789129955.410
331,5.5657,1789129955.414
332,5.5839,1789129955.432
333,5.5999,1789129955.448
334,5.6142,1789129955.462
335,5.6361,1789129955.484
336,5.6437,1789129955.492
337,5.6659,1789129955.514
338,5.6798,1789129955.528
339,5.6856,1789129955.534
340,5.7098,1789129955.558
341,5.7189,1789129955.567
342,5.7405,1789129955.589
343,5.7544,1789129955.602
344,5.7598,1789129955.608
345,5.7735,1789129955.622
346,5.7977,1789129955.646
347,5.8036,1789129955.652
348,5.8362,1789129955.684
349,5.8425,1789129955.690
350,5.8717,1789129955.720
351,5.8761,1789129955.724
352,5.9018,1789129955.750
353,5.9059,1789129955.754
354,5.9338,1789129955.782
355,5.9477,1789129955.796
356,5.9536,1789129955.802
357,5.9758,1789129955.824
358,5.9794,1789129955.827
359,5.9954,1789129955.843
360,6.0241,1789129955.872
361,6.0300,1789129955.878
362,6.0543,1789129955.902
363,6.0600,1789129955.908
364,6.0871,1789129955.935
365,6.0977,1789129955.946
366,6.1036,1789129955.952
367,6.1176,1789129955.966
368,6.1338,1789129955.982
369,6.1577,1789129956.006
370,6.1635,1789129956.012
371,6.1801,1789129956.028
372,6.2117,1789129956.060
373,6.2119,1789129956.060
374,6.2362,1789129956.084
375,6.2519,1789129956.100
376,6.2578,1789129956.106
377,6.2740,1789129956.122
378,6.2896,1789129956.138
379,6.3318,1789129956.180
380,6.3349,1789129956.183
381,6.3542,1789129956.202
382,6.3636,1789129956.212
383,6.3799,1789129956.228
384,6.4018,1789129956.250
385,6.4055,1789129956.254
386,6.4318,1789129956.280
387,6.4376,1789129956.286
388,6.4626,1789129956.311
389,6.4675,1789129956.316
390,6.4919,1789129956.340
391,6.4955,1789129956.344
392,6.5258,1789129956.374
393,6.5260,1789129956.374
394,6.5417,1789129956.390
395,6.5576,1789129956.406
396,6.5831,1789129956.431
397,6.5853,1789129956.433
398,6.6077,1789129956.456
399,6.6217,1789129956.470
400,6.6277,1789129956.476
401,6.6538,1789129956.502
402,6.6581,1789129956.506
403,6.6717,1789129956.520
404,6.6959,1789129956.544
405,6.7001,1789129956.548
406,6.7171,1789129956.565
407,6.7362,1789129956.584
408,6.7475,1789129956.596
409,6.7857,1789129956.634
410,6.8018,1789129956.650
411,6.8079,1789129956.656
412,6.8215,1789129956.670
413,6.8375,1789129956.686
414,6.8618,1789129956.710
415,6.8657,1789129956.714
416,6.8934,1789129956.741
417,6.8955,1789129956.744
418,6.9160,1789129956.764
419,6.9378,1789129956.786
420,6.9455,1789129956.794
421,6.9636,1789129956.812
422,6.9738,1789129956.822
423,6.9977,1789129956.846
424,7.0017,1789129956.850
425,7.0200,1789129956.868
426,7.0439,1789129956.892
427,7.0497,1789129956.898
428,7.0739,1789129956.922
429,7.0798,1789129956.928
430,7.1037,1789129956.952
431,7.1197,1789129956.968
432,7.1238,1789129956.972
433,7.1557,1789129957.004
434,7.1864,1789129957.034
435,7.1866,1789129957.035
436,7.1970,1789129957.045
437,7.2161,1789129957.064
438,7.2216,1789129957.070
439,7.2616,1789129957.110
440,7.2758,1789129957.124
441,7.2841,1789129957.132
442,7.2936,1789129957.142
443,7.3197,1789129957.168
444,7.3235,1789129957.172
445,7.3395,1789129957.188
446,7.3638,1789129957.212
447,7.3735,1789129957.222
448,7.3877,1789129957.236
449,7.3997,1789129957.248
450,7.4237,1789129957.272
451,7.4281,1789129957.276
452,7.4478,1789129957.296
453,7.4698,1789129957.318
454,7.4818,1789129957.330
455,7.4915,1789129957.340
456,7.5098,1789129957.358
457,7.5197,1789129957.368
458,7.5457,1789129957.394
459,7.5496,1789129957.398
460,7.5734,1789129957.421
461,7.5816,1789129957.430
462,7.6057,1789129957.454
463,7.6113,1789129957.459
464,7.6357,1789129957.484
465,7.6580,1789129957.506
466,7.6682,1789129957.516
467,7.6797,1789129957.528
468,7.6963,1789129957.544
469,7.7259,1789129957.574
470,7.7295,1789129957.578
471,7.7583,1789129957.606
472,7.7584,1789129957.606
473,7.7823,1789129957.630
474,7.7877,1789129957.636
475,7.7996,1789129957.648
476,7.8155,1789129957.664
477,7.8276,1789129957.676
478,7.8394,1789129957.688
479,7.8639,1789129957.712
480,7.8837,1789129957.732
481,7.8879,1789129957.736
482,7.9197,1789129957.768
483,7.9896,1789129957.838
484,7.9945,1789129957.843
485,7.9967,1789129957.845
486,7.9968,1789129957.845
487,7.9972,1789129957.845
488,8.0016,1789129957.850
489,8.0175,1789129957.866
490,8.0356,1789129957.884
491,8.0517,1789129957.900
492,8.0635,1789129957.912
493,8.1000,1789129957.948
494,8.1060,1789129957.954
495,8.1216,1789129957.970
496,8.1375,1789129957.986
497,8.1618,1789129958.010
498,8.1655,1789129958.014
499,8.1996,1789129958.048
500,8.2122,1789129958.060
501,8.2336,1789129958.082
502,8.2475,1789129958.096
503,8.2698,1789129958.118
504,8.2756,1789129958.124
505,8.2996,1789129958.148
506,8.3137,1789129958.162
507,8.3200,1789129958.168
508,8.3444,1789129958.192
509,8.3578,1789129958.206
510,8.3689,1789129958.217
511,8.3876,1789129958.236
512,8.3976,1789129958.246
513,8.4156,1789129958.264
514,8.4333,1789129958.281
515,8.4376,1789129958.286
516,8.4597,1789129958.308
517,8.4858,1789129958.334
518,8.5003,1789129958.348
519,8.5038,1789129958.352
520,8.5296,1789129958.378
521,8.5462,1789129958.394
522,8.5518,1789129958.400
523,8.5676,1789129958.416
524,8.5918,1789129958.440
525,8.6018,1789129958.450
526,8.6115,1789129958.460
527,8.6296,1789129958.478
528,8.6434,1789129958.491
529,8.6656,1789129958.514
530,8.6938,1789129958.542
531,8.7056,1789129958.554
532,8.7283,1789129958.576
533,8.7335,1789129958.582
534,8.7475,1789129958.596
535,8.7721,1789129958.620
536,8.7877,1789129958.636
537,8.7916,1789129958.640
538,8.8177,1789129958.666
539,8.8216,1789129958.670
540,8.8396,1789129958.688
541,8.8718,1789129958.720
542,8.8782,1789129958.726
543,8.9018,1789129958.750
544,8.9182,1789129958.766
545,8.9278,1789129958.776
546,8.9355,1789129958.784
547,8.9538,1789129958.802
548,8.9676,1789129958.816
549,8.9941,1789129958.842
550,9.0022,1789129958.850
551,9.0176,1789129958.866
552,9.0316,1789129958.880
553,9.0496,1789129958.898
554,9.0816,1789129958.930
555,9.0877,1789129958.936
556,9.1156,1789129958.964
557,9.1297,1789129958.978
558,9.1357,1789129958.984
559,9.1575,1789129959.006
560,9.1815,1789129959.030
561,9.2041,1789129959.052
562,9.2196,1789129959.068
563,9.2304,1789129959.078
564,9.2395,1789129959.088
565,9.2638,1789129959.112
566,9.2675,1789129959.116
567,9.2938,1789129959.142
568,9.2995,1789129959.148
569,9.3237,1789129959.172
570,9.3397,1789129959.188
571,9.3536,1789129959.202
572,9.3575,1789129959.206
573,9.3837,1789129959.232
574,9.3875,1789129959.236
575,9.4142,1789129959.262
576,9.4342,1789129959.282
577,9.4396,1789129959.288
578,9.4637,1789129959.312
579,9.4797,1789129959.328
580,9.4857,1789129959.334
581,9.5099,1789129959.358
582,9.5220,1789129959.370
583,9.5391,1789129959.387
584,9.5475,1789129959.396
585,9.5615,1789129959.410
586,9.5879,1789129959.436
587,9.5994,1789129959.448
588,9.6096,1789129959.458
589,9.6318,1789129959.480
590,9.6604,1789129959.508
591,9.6736,1789129959.522
592,9.6798,1789129959.528
593,9.6942,1789129959.542
594,9.7097,1789129959.558
595,9.7340,1789129959.582
596,9.7400,1789129959.588
597,9.7617,1789129959.610
598,9.7785,1789129959.627
599,9.7836,1789129959.632
600,9.8084,1789129959.656
601,9.8135,1789129959.662
602,9.8381,1789129959.686
603,9.8436,1789129959.692
604,9.8576,1789129959.706
605,9.8736,1789129959.722
606,9.8991,1789129959.747
607,9.9015,1789129959.750
608,9.9279,1789129959.776
609,9.9489,1789129959.797
610,9.9493,1789129959.797
611,9.9616,1789129959.810
612,9.9837,1789129959.832
613,10.0018,1789129959.850
614,10.0058,1789129959.854
615,10.0236,1789129959.872
616,10.0672,1789129959.915
617,10.0677,1789129959.916
618,10.0696,1789129959.918
619,10.0836,1789129959.932
620,10.1056,1789129959.954
621,10.1257,1789129959.974
622,10.1416,1789129959.990
623,10.1455,1789129959.994
624,10.1682,1789129960.016
625,10.1938,1789129960.042
626,10.1956,1789129960.044
627,10.2185,1789129960.067
628,10.2238,1789129960.072
629,10.2416,1789129960.090
630,10.2618,1789129960.110
631,10.2656,1789129960.114
632,10.2918,1789129960.140
633,10.2956,1789129960.144
634,10.3135,1789129960.162
635,10.3423,1789129960.190
636,10.3491,1789129960.197
637,10.3801,1789129960.228
638,10.3956,1789129960.244
639,10.4017,1789129960.250
640,10.4176,1789129960.266
641,10.4396,1789129960.288
642,10.4517,1789129960.300
643,10.4636,1789129960.312
644,10.4900,1789129960.338
645,10.5017,1789129960.350
646,10.5136,1789129960.362
647,10.5442,1789129960.392
648,10.5496,1789129960.398
649,10.5842,1789129960.432
650,10.6069,1789129960.455
651,10.6070,1789129960.455
652,10.6278,1789129960.476
653,10.6457,1789129960.494
654,10.6557,1789129960.504
655,10.6645,1789129960.513
656,10.6858,1789129960.534
657,10.7018,1789129960.550
658,10.7081,1789129960.556
659,10.7270,1789129960.575
660,10.7517,1789129960.600
661,10.7577,1789129960.606
662,10.7778,1789129960.626
663,10.7899,1789129960.638
664,10.7997,1789129960.648
665,10.8384,1789129960.686
666,10.8385,1789129960.687
667,10.8577,1789129960.706
668,10.8617,1789129960.710
669,10.8844,1789129960.732
670,10.8896,1789129960.738
671,10.9136,1789129960.762
672,10.9297,1789129960.778
673,10.9376,1789129960.786
674,10.9591,1789129960.807
675,10.9662,1789129960.814
676,10.9925,1789129960.841
677,10.9955,1789129960.844
678,11.0284,1789129960.877
679,11.0336,1789129960.882
680,11.0664,1789129960.914
681,11.0721,1789129960.920
682,11.0958,1789129960.944
683,11.0995,1789129960.948
684,11.1156,1789129960.964
685,11.1397,1789129960.988
686,11.1516,1789129961.000
687,11.1637,1789129961.012
688,11.1737,1789129961.022
689,11.1876,1789129961.036
690,11.2137,1789129961.062
691,11.2196,1789129961.068
692,11.2439,1789129961.092
693,11.2519,1789129961.100
694,11.2737,1789129961.122
695,11.2775,1789129961.126
696,11.3043,1789129961.152
697,11.3096,1789129961.158
698,11.3278,1789129961.176
699,11.3500,1789129961.198
700,11.3580,1789129961.206
701,11.3776,1789129961.226
702,11.3900,1789129961.238
703,11.4118,1789129961.260
704,11.4277,1789129961.276
705,11.4363,1789129961.284
706,11.4577,1789129961.306
707,11.4737,1789129961.322
708,11.4806,1789129961.329
709,11.5178,1789129961.366
710,11.5338,1789129961.382
711,11.5375,1789129961.386
712,11.5620,1789129961.410
713,11.5757,1789129961.424
714,11.5922,1789129961.440
715,11.5975,1789129961.446
716,11.6202,1789129961.468
717,11.6379,1789129961.486
718,11.6416,1789129961.490
719,11.6711,1789129961.519
720,11.6798,1789129961.528
721,11.6859,1789129961.534
722,11.7020,1789129961.550
723,11.7155,1789129961.564
724,11.7418,1789129961.590
725,11.7475,1789129961.596
726,11.7656,1789129961.614
727,11.7776,1789129961.626
728,11.8025,1789129961.651
729,11.8056,1789129961.654
730,11.8317,1789129961.680
731,11.8477,1789129961.696
732,11.8540,1789129961.702
733,11.8697,1789129961.718
734,11.8919,1789129961.740
735,11.9009,1789129961.749
736,11.9238,1789129961.772
737,11.9398,1789129961.788
738,11.9499,1789129961.798
739,11.9912,1789129961.839
